Bus_ID,Route_Name,Distance_km,Traffic_Density,Weather,Is_Peak_Hour,Actual_Travel_Time,Is_Late
SRT-B-0295,Rander to Piplod (Surat),2.32,9.0,Cloudy,0,43.73,0
SRT-B-0296,Shivaji Nagar to Hinjewadi (Pune),1.19,,Sunny,0,39.97,0
SRT-B-0297,Navrangpura to Maninagar (Ahmedabad),4.5,3.0,Foggy,1,45.0,0
SRT-B-0298,Alambagh to Charbagh (Lucknow),7.36,8.0,Foggy,1,74.53,1
SRT-B-0299,Patna Junction to Kankarbagh (Patna),2.82,6.0,Sunny,1,43.4,0
SRT-B-0300,Sector 17 to Mohali (Chandigarh),4.66,6.0,Foggy,0,47.53,0
SRT-B-0301,Connaught Place to Karol Bagh (Delhi),8.09,1.0,Sunny,1,40.97,0
SRT-B-0302,Andheri East to Andheri West (Mumbai),4.84,3.0,Rainy,0,40.13,0
SRT-B-0303,Salt Lake to Esplanade (Kolkata),,1.0,Rainy,1,46.77,0
SRT-B-0304,MG Road to Whitefield (Bengaluru),6.06,1.0,Sunny,0,24.2,0
SRT-B-0305,T Nagar to Velachery (Chennai),3.27,9.0,Foggy,0,54.9,0
SRT-B-0306,Banjara Hills to Ameerpet (Hyderabad),6.41,7.0,Rainy,1,71.37,1
SRT-B-0307,Station to Adajan (Surat),4.4,7.0,Sunny,1,52.67,0
SRT-B-0308,Vesu to Varachha (Surat),2.37,7.0,Sunny,1,45.9,0
SRT-B-0309,Udhna to Pal (Surat),7.56,7.0,Sunny,0,53.2,0
SRT-B-0310,Rander to Piplod (Surat),3.21,9.0,Cloudy,0,46.7,0
SRT-B-0311,Shivaji Nagar to Hinjewadi (Pune),5.85,8.0,Rainy,0,63.5,1
SRT-B-0312,Navrangpura to Maninagar (Ahmedabad),2.84,7.0,Cloudy,1,47.47,0
SRT-B-0313,Alambagh to Charbagh (Lucknow),3.34,5.0,Sunny,1,41.13,0
SRT-B-0314,Patna Junction to Kankarbagh (Patna),6.32,2.0,Foggy,0,37.07,0
SRT-B-0315,Sector 17 to Mohali (Chandigarh),7.03,1.0,Cloudy,0,27.43,0
SRT-B-0316,Connaught Place to Karol Bagh (Delhi),5.74,2.0,Rainy,1,49.13,0
SRT-B-0317,Andheri East to Andheri West (Mumbai),8.73,4.0,Cloudy,0,45.1,0
SRT-B-0318,Salt Lake to Esplanade (Kolkata),3.7,1.0,,0,16.33,0
SRT-B-0319,MG Road to Whitefield (Bengaluru),7.03,10.0,Sunny,0,63.43,1
SRT-B-0320,T Nagar to Velachery (Chennai),4.43,4.0,Sunny,0,30.77,0
SRT-B-0321,Banjara Hills to Ameerpet (Hyderabad),1.81,7.0,Rainy,0,46.03,0
SRT-B-0322,Station to Adajan (Surat),7.62,,Cloudy,0,41.4,0
SRT-B-0323,Vesu to Varachha (Surat),8.58,8.0,Sunny,1,70.6,1
SRT-B-0324,Udhna to Pal (Surat),4.01,4.0,Sunny,0,29.37,0
SRT-B-0325,Rander to Piplod (Surat),8.86,1.0,Sunny,1,43.53,0
SRT-B-0326,Shivaji Nagar to Hinjewadi (Pune),6.81,3.0,Sunny,1,44.7,0
SRT-B-0327,Navrangpura to Maninagar (Ahmedabad),3.57,8.0,Sunny,0,43.9,0
SRT-B-0328,Alambagh to Charbagh (Lucknow),1.18,8.0,Rainy,1,57.93,0
SRT-B-0329,Patna Junction to Kankarbagh (Patna),6.94,3.0,Rainy,0,47.13,0
SRT-B-0330,Sector 17 to Mohali (Chandigarh),8.24,10.0,Cloudy,1,77.47,1
SRT-B-0331,Connaught Place to Karol Bagh (Delhi),4.54,7.0,,1,53.13,0
SRT-B-0332,Andheri East to Andheri West (Mumbai),4.1,,Sunny,0,37.67,0
SRT-B-0333,Salt Lake to Esplanade (Kolkata),6.0,,Sunny,1,50.0,0
SRT-B-0334,MG Road to Whitefield (Bengaluru),3.07,1.0,Sunny,0,14.23,0
SRT-B-0335,T Nagar to Velachery (Chennai),3.78,6.0,Sunny,1,46.6,0
SRT-B-0336,Banjara Hills to Ameerpet (Hyderabad),7.8,6.0,Foggy,1,68.0,1
SRT-B-0337,Station to Adajan (Surat),6.84,9.0,Sunny,1,68.8,1
SRT-B-0338,Vesu to Varachha (Surat),1.63,6.0,Cloudy,1,39.43,0
SRT-B-0339,Udhna to Pal (Surat),5.21,2.0,Sunny,0,25.37,0
SRT-B-0340,Rander to Piplod (Surat),1.16,1.0,Rainy,0,19.87,0
SRT-B-0341,Shivaji Nagar to Hinjewadi (Pune),3.17,6.0,Cloudy,1,44.57,0
SRT-B-0342,Navrangpura to Maninagar (Ahmedabad),45.0,2.0,Sunny,1,42.3,0
SRT-B-0343,Alambagh to Charbagh (Lucknow),8.58,3.0,Rainy,0,52.6,0
SRT-B-0344,Patna Junction to Kankarbagh (Patna),5.7,9.0,Rainy,1,77.0,1
SRT-B-0345,Sector 17 to Mohali (Chandigarh),6.54,4.0,Sunny,1,47.8,0
SRT-B-0346,Connaught Place to Karol Bagh (Delhi),1.09,4.0,Cloudy,0,58.89,0
SRT-B-0347,Andheri East to Andheri West (Mumbai),7.14,3.0,Sunny,0,35.8,0
SRT-B-0348,Salt Lake to Esplanade (Kolkata),4.17,2.0,Sunny,0,65.69999999999999,1
SRT-B-0349,MG Road to Whitefield (Bengaluru),1.77,3.0,Sunny,1,27.9,0
SRT-B-0350,T Nagar to Velachery (Chennai),3.3,8.0,,0,55.0,0
SRT-B-0351,Banjara Hills to Ameerpet (Hyderabad),0.78,2.0,Sunny,1,20.6,0
SRT-B-0352,Station to Adajan (Surat),3.26,8.0,Foggy,1,60.87,1
SRT-B-0353,Vesu to Varachha (Surat),2.12,3.0,Sunny,0,19.07,0
SRT-B-0354,Udhna to Pal (Surat),2.15,,Cloudy,1,135.51,1
SRT-B-0355,Rander to Piplod (Surat),6.65,8.0,Sunny,0,54.17,0
SRT-B-0356,Shivaji Nagar to Hinjewadi (Pune),3.59,4.0,Cloudy,0,27.97,0
SRT-B-0357,Navrangpura to Maninagar (Ahmedabad),4.82,9.0,,1,62.07,1
SRT-B-0358,Alambagh to Charbagh (Lucknow),4.59,2.0,Cloudy,1,33.3,0
SRT-B-0359,Patna Junction to Kankarbagh (Patna),6.03,3.0,Cloudy,1,42.1,0
SRT-B-0360,Sector 17 to Mohali (Chandigarh),2.21,2.0,Cloudy,1,25.37,0
SRT-B-0361,Connaught Place to Karol Bagh (Delhi),1.53,8.0,Sunny,1,47.1,0
SRT-B-0362,Andheri East to Andheri West (Mumbai),5.84,2.0,Sunny,1,37.47,0
SRT-B-0363,Salt Lake to Esplanade (Kolkata),4.63,6.0,Rainy,0,51.43,0
SRT-B-0364,MG Road to Whitefield (Bengaluru),4.83,9.0,Cloudy,0,52.1,0
SRT-B-0365,T Nagar to Velachery (Chennai),6.01,9.0,Foggy,0,64.03,1
SRT-B-0366,Banjara Hills to Ameerpet (Hyderabad),6.05,1.0,Rainy,0,36.17,0
SRT-B-0367,Station to Adajan (Surat),8.74,10.0,Sunny,0,69.13,1
SRT-B-0368,Vesu to Varachha (Surat),4.87,10.0,Cloudy,0,56.23,0
SRT-B-0369,Udhna to Pal (Surat),4.27,8.0,Cloudy,1,56.23,0
SRT-B-0370,Rander to Piplod (Surat),1.84,4.0,,1,32.13,0
SRT-B-0371,Shivaji Nagar to Hinjewadi (Pune),3.47,5.0,Rainy,1,267.85,1
SRT-B-0372,Navrangpura to Maninagar (Ahmedabad),4.24,6.0,,0,38.13,0
SRT-B-0373,Alambagh to Charbagh (Lucknow),2.72,2.0,Sunny,0,17.07,0
SRT-B-0374,Patna Junction to Kankarbagh (Patna),0.84,1.0,Sunny,0,6.8,0
SRT-B-0375,Sector 17 to Mohali (Chandigarh),8.43,5.0,Sunny,0,48.1,0
SRT-B-0376,Connaught Place to Karol Bagh (Delhi),6.32,4.0,Foggy,1,55.07,0
SRT-B-0377,Andheri East to Andheri West (Mumbai),0.44,2.0,Sunny,1,19.47,0
SRT-B-0378,Salt Lake to Esplanade (Kolkata),5.39,8.0,Cloudy,0,49.97,0
SRT-B-0379,MG Road to Whitefield (Bengaluru),6.14,4.0,Sunny,0,36.47,0
SRT-B-0380,T Nagar to Velachery (Chennai),1.63,2.0,Sunny,1,23.43,0
SRT-B-0381,Banjara Hills to Ameerpet (Hyderabad),8.74,1.0,Rainy,0,45.13,0
SRT-B-0382,Station to Adajan (Surat),2.42,6.0,Sunny,1,42.07,0
SRT-B-0383,Vesu to Varachha (Surat),,10.0,Sunny,0,69.4,1
SRT-B-0384,Udhna to Pal (Surat),7.55,8.0,Rainy,0,69.17,1
SRT-B-0385,Rander to Piplod (Surat),7.24,4.0,Cloudy,0,40.13,0
SRT-B-0386,Shivaji Nagar to Hinjewadi (Pune),6.07,,Cloudy,0,40.23,0
SRT-B-0387,Navrangpura to Maninagar (Ahmedabad),3.4,2.0,Foggy,0,27.33,0
SRT-B-0388,Alambagh to Charbagh (Lucknow),8.8,9.0,,1,83.33,1
SRT-B-0389,Patna Junction to Kankarbagh (Patna),1.18,9.0,Sunny,1,49.93,0
SRT-B-0390,Sector 17 to Mohali (Chandigarh),6.98,4.0,Cloudy,1,49.27,0
SRT-B-0391,Connaught Place to Karol Bagh (Delhi),6.96,9.0,Sunny,1,69.2,1
SRT-B-0392,Andheri East to Andheri West (Mumbai),3.63,6.0,Cloudy,0,36.1,0
SRT-B-0393,Salt Lake to Esplanade (Kolkata),5.82,10.0,Sunny,1,69.4,1
SRT-B-0394,MG Road to Whitefield (Bengaluru),3.74,9.0,Cloudy,0,48.47,0
SRT-B-0395,T Nagar to Velachery (Chennai),4.22,6.0,Sunny,1,48.07,0
SRT-B-0396,Banjara Hills to Ameerpet (Hyderabad),6.15,10.0,Rainy,0,72.5,1
SRT-B-0397,Station to Adajan (Surat),5.06,8.0,Cloudy,0,48.87,0
SRT-B-0398,Vesu to Varachha (Surat),0.62,10.0,Sunny,0,42.07,0
SRT-B-0399,Udhna to Pal (Surat),4.93,4.0,Cloudy,1,42.43,0
SRT-B-0400,Rander to Piplod (Surat),7.39,2.0,Rainy,0,44.63,0
SRT-B-0401,Shivaji Nagar to Hinjewadi (Pune),,7.0,Rainy,0,194.70000000000002,1
SRT-B-0402,Navrangpura to Maninagar (Ahmedabad),8.61,4.0,Foggy,0,52.7,0
SRT-B-0403,Alambagh to Charbagh (Lucknow),8.44,6.0,Sunny,0,52.13,0
SRT-B-0404,Patna Junction to Kankarbagh (Patna),5.71,5.0,Sunny,0,39.03,0
SRT-B-0405,Sector 17 to Mohali (Chandigarh),7.31,3.0,Cloudy,0,36.37,0
SRT-B-0406,Connaught Place to Karol Bagh (Delhi),6.57,2.0,Sunny,0,29.9,0
SRT-B-0407,Andheri East to Andheri West (Mumbai),1.45,7.0,,0,32.83,0
SRT-B-0408,Salt Lake to Esplanade (Kolkata),4.92,7.0,Sunny,1,54.4,0
SRT-B-0409,MG Road to Whitefield (Bengaluru),1.99,8.0,Foggy,0,46.63,0
SRT-B-0410,T Nagar to Velachery (Chennai),7.33,1.0,Sunny,0,28.43,0
SRT-B-0411,Banjara Hills to Ameerpet (Hyderabad),1.37,7.0,Cloudy,0,32.57,0
SRT-B-0412,Station to Adajan (Surat),,10.0,Sunny,1,68.33,1
SRT-B-0413,Vesu to Varachha (Surat),3.93,10.0,Foggy,0,61.1,1
SRT-B-0414,Udhna to Pal (Surat),2.44,5.0,Sunny,1,38.13,0
SRT-B-0415,Rander to Piplod (Surat),7.72,7.0,Cloudy,0,268.65,1
SRT-B-0416,Shivaji Nagar to Hinjewadi (Pune),5.77,1.0,Sunny,0,23.23,0
SRT-B-0417,Navrangpura to Maninagar (Ahmedabad),2.42,,Cloudy,0,16.07,0
SRT-B-0418,Alambagh to Charbagh (Lucknow),1.93,5.0,Cloudy,1,36.43,0
SRT-B-0419,Patna Junction to Kankarbagh (Patna),5.1,10.0,Sunny,1,67.0,1
SRT-B-0420,Sector 17 to Mohali (Chandigarh),0.9,9.0,Foggy,0,47.0,0
SRT-B-0421,Connaught Place to Karol Bagh (Delhi),,3.0,Sunny,0,33.27,0
SRT-B-0422,Andheri East to Andheri West (Mumbai),6.63,7.0,Sunny,1,60.1,1
SRT-B-0423,Salt Lake to Esplanade (Kolkata),5.59,6.0,Cloudy,0,42.63,0
SRT-B-0424,MG Road to Whitefield (Bengaluru),1.08,,Cloudy,0,35.6,0
SRT-B-0425,T Nagar to Velachery (Chennai),3.85,,,0,16.83,0
SRT-B-0426,Banjara Hills to Ameerpet (Hyderabad),1.0,1.0,Rainy,1,29.33,0
SRT-B-0427,Station to Adajan (Surat),,5.0,Sunny,0,23.33,0
SRT-B-0428,Vesu to Varachha (Surat),6.25,10.0,Sunny,1,70.83,1
SRT-B-0429,Udhna to Pal (Surat),8.95,2.0,Sunny,1,47.83,0
SRT-B-0430,Rander to Piplod (Surat),4.24,4.0,Sunny,0,30.13,0
SRT-B-0431,Shivaji Nagar to Hinjewadi (Pune),8.64,9.0,Sunny,0,64.8,1
SRT-B-0432,Navrangpura to Maninagar (Ahmedabad),4.04,7.0,Rainy,0,53.47,0
SRT-B-0433,Alambagh to Charbagh (Lucknow),6.12,4.0,Cloudy,0,36.4,0
SRT-B-0434,Patna Junction to Kankarbagh (Patna),1.43,3.0,Sunny,1,80.31,1
SRT-B-0435,Sector 17 to Mohali (Chandigarh),8.37,1.0,Rainy,0,43.9,0
SRT-B-0436,Connaught Place to Karol Bagh (Delhi),5.76,2.0,Rainy,1,49.2,0
SRT-B-0437,Andheri East to Andheri West (Mumbai),5.63,6.0,,0,42.77,0
SRT-B-0438,Salt Lake to Esplanade (Kolkata),1.41,7.0,Sunny,0,32.7,0
SRT-B-0439,MG Road to Whitefield (Bengaluru),1.15,9.0,Cloudy,0,39.83,0
SRT-B-0440,T Nagar to Velachery (Chennai),,7.0,Foggy,1,58.7,0
SRT-B-0441,Banjara Hills to Ameerpet (Hyderabad),1.79,6.0,Cloudy,1,39.97,0
SRT-B-0442,Station to Adajan (Surat),7.72,,Cloudy,0,65.73,1
SRT-B-0443,Vesu to Varachha (Surat),5.04,3.0,Cloudy,0,28.8,0
SRT-B-0444,Udhna to Pal (Surat),6.6,3.0,Rainy,0,46.0,0
SRT-B-0445,Rander to Piplod (Surat),1.1,,,0,118.35000000000001,1
SRT-B-0446,Shivaji Nagar to Hinjewadi (Pune),2.32,4.0,Cloudy,1,33.73,0
SRT-B-0447,Navrangpura to Maninagar (Ahmedabad),5.35,6.0,Sunny,1,51.83,0
SRT-B-0448,Alambagh to Charbagh (Lucknow),1.6,6.0,Rainy,0,41.33,0
SRT-B-0449,Patna Junction to Kankarbagh (Patna),8.59,6.0,Sunny,0,52.63,0
SRT-B-0450,Sector 17 to Mohali (Chandigarh),0.99,2.0,Cloudy,0,11.3,0
SRT-B-0451,Connaught Place to Karol Bagh (Delhi),1.09,4.0,Sunny,0,19.63,0
SRT-B-0452,Andheri East to Andheri West (Mumbai),5.91,2.0,Cloudy,0,27.7,0
SRT-B-0453,Salt Lake to Esplanade (Kolkata),0.93,3.0,Sunny,0,15.1,0
SRT-B-0454,MG Road to Whitefield (Bengaluru),4.57,2.0,Sunny,1,33.23,0
SRT-B-0455,T Nagar to Velachery (Chennai),8.86,3.0,Sunny,0,41.53,0
SRT-B-0456,Banjara Hills to Ameerpet (Hyderabad),7.13,3.0,Sunny,1,45.77,0
SRT-B-0457,Station to Adajan (Surat),5.72,4.0,Foggy,1,53.07,0
SRT-B-0458,Vesu to Varachha (Surat),5.69,4.0,Sunny,1,44.97,0
SRT-B-0459,Udhna to Pal (Surat),7.69,2.0,,1,43.63,0
SRT-B-0460,Rander to Piplod (Surat),4.27,3.0,Sunny,0,26.23,0
SRT-B-0461,Shivaji Nagar to Hinjewadi (Pune),,5.0,Sunny,1,55.07,0
SRT-B-0462,Navrangpura to Maninagar (Ahmedabad),2.54,,Sunny,0,28.47,0
SRT-B-0463,Alambagh to Charbagh (Lucknow),6.94,10.0,Sunny,1,365.65,1
SRT-B-0464,Patna Junction to Kankarbagh (Patna),3.18,10.0,Sunny,1,60.6,1
SRT-B-0465,Sector 17 to Mohali (Chandigarh),7.29,4.0,Sunny,0,40.3,0
SRT-B-0466,Connaught Place to Karol Bagh (Delhi),5.96,5.0,Rainy,0,51.87,0
SRT-B-0467,Andheri East to Andheri West (Mumbai),4.6,4.0,Rainy,0,43.33,0
SRT-B-0468,Salt Lake to Esplanade (Kolkata),6.0,3.0,Sunny,0,32.0,0
SRT-B-0469,MG Road to Whitefield (Bengaluru),4.35,5.0,,0,42.5,0
SRT-B-0470,T Nagar to Velachery (Chennai),1.28,8.0,,1,46.27,0
SRT-B-0471,Banjara Hills to Ameerpet (Hyderabad),4.16,1.0,Rainy,0,149.35,1
SRT-B-0472,Station to Adajan (Surat),8.16,5.0,Rainy,0,59.2,0
SRT-B-0473,Vesu to Varachha (Surat),3.72,6.0,Cloudy,1,46.4,0
SRT-B-0474,Udhna to Pal (Surat),0.97,8.0,Rainy,0,-20.0,0
SRT-B-0475,Rander to Piplod (Surat),8.9,7.0,Cloudy,0,57.67,0
SRT-B-0476,Shivaji Nagar to Hinjewadi (Pune),1.13,1.0,Sunny,0,7.77,0
SRT-B-0477,Navrangpura to Maninagar (Ahmedabad),0.5,5.0,Cloudy,0,21.67,0
SRT-B-0478,Alambagh to Charbagh (Lucknow),4.37,4.0,Sunny,1,40.57,0
SRT-B-0479,Patna Junction to Kankarbagh (Patna),6.09,3.0,Sunny,0,32.3,0
SRT-B-0480,Sector 17 to Mohali (Chandigarh),6.08,8.0,Sunny,0,52.27,0
SRT-B-0481,Connaught Place to Karol Bagh (Delhi),1.11,1.0,Sunny,1,17.7,0
SRT-B-0482,Andheri East to Andheri West (Mumbai),5.77,2.0,Cloudy,0,27.23,0
SRT-B-0483,Salt Lake to Esplanade (Kolkata),2.6,4.0,Rainy,1,46.67,0
SRT-B-0484,MG Road to Whitefield (Bengaluru),4.96,2.0,Sunny,0,73.59,1
SRT-B-0485,T Nagar to Velachery (Chennai),4.48,2.0,Cloudy,0,22.93,0
SRT-B-0486,Banjara Hills to Ameerpet (Hyderabad),,2.0,Sunny,0,30.77,0
SRT-B-0487,Station to Adajan (Surat),8.38,7.0,Sunny,0,55.93,0
SRT-B-0488,Vesu to Varachha (Surat),5.13,10.0,Cloudy,1,67.1,1
SRT-B-0489,Udhna to Pal (Surat),2.47,,Cloudy,0,28.23,0
SRT-B-0490,Rander to Piplod (Surat),0.51,5.0,Sunny,1,31.7,0
SRT-B-0491,Shivaji Nagar to Hinjewadi (Pune),7.81,1.0,Sunny,0,30.03,0
SRT-B-0492,Navrangpura to Maninagar (Ahmedabad),5.87,5.0,,1,57.57,0
SRT-B-0493,Alambagh to Charbagh (Lucknow),,7.0,Cloudy,0,45.33,0
SRT-B-0494,Patna Junction to Kankarbagh (Patna),5.09,9.0,Foggy,0,60.97,1
SRT-B-0495,Sector 17 to Mohali (Chandigarh),,5.0,Rainy,1,48.07,0
SRT-B-0496,Connaught Place to Karol Bagh (Delhi),2.24,3.0,Sunny,0,19.47,0
SRT-B-0497,Andheri East to Andheri West (Mumbai),,5.0,Cloudy,0,33.2,0
SRT-B-0498,Salt Lake to Esplanade (Kolkata),2.96,3.0,Sunny,0,21.87,0
SRT-B-0499,MG Road to Whitefield (Bengaluru),5.36,9.0,Rainy,0,197.61,1
SRT-B-0500,T Nagar to Velachery (Chennai),4.37,8.0,Sunny,1,56.57,0
SRT-B-0501,Banjara Hills to Ameerpet (Hyderabad),8.93,8.0,Sunny,1,71.77,1
SRT-B-0502,Station to Adajan (Surat),6.06,9.0,Cloudy,1,66.2,1
SRT-B-0503,Vesu to Varachha (Surat),5.7,2.0,,1,37.0,0
SRT-B-0504,Udhna to Pal (Surat),5.17,6.0,Rainy,1,63.23,1
SRT-B-0505,Rander to Piplod (Surat),7.56,9.0,Foggy,0,69.2,1
SRT-B-0506,Shivaji Nagar to Hinjewadi (Pune),3.21,3.0,Rainy,0,34.7,0
SRT-B-0507,Navrangpura to Maninagar (Ahmedabad),4.72,10.0,Sunny,0,55.73,0
SRT-B-0508,Alambagh to Charbagh (Lucknow),6.61,8.0,Sunny,0,54.03,0
SRT-B-0509,Patna Junction to Kankarbagh (Patna),6.1,6.0,Cloudy,0,221.64999999999998,1
SRT-B-0510,Sector 17 to Mohali (Chandigarh),5.73,4.0,Sunny,0,35.1,0
SRT-B-0511,Connaught Place to Karol Bagh (Delhi),3.86,7.0,Cloudy,1,152.60999999999999,1
SRT-B-0512,Andheri East to Andheri West (Mumbai),0.96,10.0,Cloudy,0,43.2,0
SRT-B-0513,Salt Lake to Esplanade (Kolkata),5.59,2.0,Cloudy,1,36.63,0
SRT-B-0514,MG Road to Whitefield (Bengaluru),0.6,,Cloudy,0,14.0,0
SRT-B-0515,T Nagar to Velachery (Chennai),0.9,10.0,Rainy,1,65.0,1
SRT-B-0516,Banjara Hills to Ameerpet (Hyderabad),4.85,4.0,Sunny,1,42.17,0
SRT-B-0517,Station to Adajan (Surat),2.43,4.0,Sunny,1,102.30000000000001,1
SRT-B-0518,Vesu to Varachha (Surat),6.99,9.0,Foggy,1,77.3,1
SRT-B-0519,Udhna to Pal (Surat),4.02,4.0,Cloudy,0,29.4,0
SRT-B-0520,Rander to Piplod (Surat),6.3,,Cloudy,0,49.0,0
SRT-B-0521,Shivaji Nagar to Hinjewadi (Pune),1.99,10.0,Sunny,0,46.63,0
SRT-B-0522,Navrangpura to Maninagar (Ahmedabad),,6.0,Sunny,0,26.03,0
SRT-B-0523,Alambagh to Charbagh (Lucknow),2.97,5.0,Sunny,1,39.9,0
SRT-B-0524,Patna Junction to Kankarbagh (Patna),2.34,5.0,Rainy,0,39.8,0
SRT-B-0525,Sector 17 to Mohali (Chandigarh),7.3,,,1,82.33,1
SRT-B-0526,Connaught Place to Karol Bagh (Delhi),5.83,7.0,Foggy,1,65.43,1
SRT-B-0527,Andheri East to Andheri West (Mumbai),7.11,4.0,Rainy,0,51.7,0
SRT-B-0528,Salt Lake to Esplanade (Kolkata),5.65,9.0,Rainy,1,76.83,1
SRT-B-0529,MG Road to Whitefield (Bengaluru),8.63,8.0,Sunny,0,60.77,1
SRT-B-0530,T Nagar to Velachery (Chennai),2.65,3.0,Sunny,1,30.83,0
SRT-B-0531,Banjara Hills to Ameerpet (Hyderabad),,6.0,Sunny,1,63.27,1
SRT-B-0532,Station to Adajan (Surat),2.71,9.0,Cloudy,0,45.03,0
SRT-B-0533,Vesu to Varachha (Surat),0.94,10.0,Cloudy,0,43.13,0
SRT-B-0534,Udhna to Pal (Surat),3.11,7.0,Sunny,0,38.37,0
SRT-B-0535,Rander to Piplod (Surat),6.7,,Sunny,1,48.33,0
SRT-B-0536,Shivaji Nagar to Hinjewadi (Pune),45.0,10.0,Sunny,0,52.6,0
SRT-B-0537,Navrangpura to Maninagar (Ahmedabad),6.69,10.0,Foggy,0,70.3,1
SRT-B-0538,Alambagh to Charbagh (Lucknow),6.64,5.0,Cloudy,0,42.13,0
SRT-B-0539,Patna Junction to Kankarbagh (Patna),8.76,9.0,Sunny,0,65.2,1
SRT-B-0540,Sector 17 to Mohali (Chandigarh),6.59,10.0,Sunny,1,71.97,1
SRT-B-0541,Connaught Place to Karol Bagh (Delhi),5.09,8.0,Sunny,1,58.97,0
SRT-B-0542,Andheri East to Andheri West (Mumbai),6.62,9.0,Rainy,0,210.20999999999998,1
SRT-B-0543,Salt Lake to Esplanade (Kolkata),5.67,6.0,Rainy,0,54.9,0
SRT-B-0544,MG Road to Whitefield (Bengaluru),1.61,6.0,,1,51.37,0
SRT-B-0545,T Nagar to Velachery (Chennai),4.38,3.0,Cloudy,0,26.6,0
SRT-B-0546,Banjara Hills to Ameerpet (Hyderabad),0.94,8.0,Sunny,0,35.13,0
SRT-B-0547,Station to Adajan (Surat),8.81,3.0,Rainy,0,53.37,0
SRT-B-0548,Vesu to Varachha (Surat),2.62,4.0,Cloudy,1,34.73,0
SRT-B-0549,Udhna to Pal (Surat),6.89,,Sunny,1,64.97,1
SRT-B-0550,Rander to Piplod (Surat),1.79,9.0,Cloudy,1,51.97,0
SRT-B-0551,Shivaji Nagar to Hinjewadi (Pune),5.2,2.0,Sunny,0,25.33,0
SRT-B-0552,Navrangpura to Maninagar (Ahmedabad),8.22,1.0,Sunny,1,41.4,0
SRT-B-0553,Alambagh to Charbagh (Lucknow),3.6,7.0,Rainy,0,52.0,0
SRT-B-0554,Patna Junction to Kankarbagh (Patna),7.07,3.0,,0,35.57,0
SRT-B-0555,Sector 17 to Mohali (Chandigarh),1.21,9.0,,1,50.03,0
SRT-B-0556,Connaught Place to Karol Bagh (Delhi),7.26,8.0,Cloudy,0,56.2,0
SRT-B-0557,Andheri East to Andheri West (Mumbai),5.2,2.0,Sunny,1,35.33,0
SRT-B-0558,Salt Lake to Esplanade (Kolkata),8.19,2.0,Sunny,0,35.3,0
SRT-B-0559,MG Road to Whitefield (Bengaluru),5.54,7.0,Sunny,1,56.47,0
SRT-B-0560,T Nagar to Velachery (Chennai),6.03,5.0,Sunny,1,50.1,0
SRT-B-0561,Banjara Hills to Ameerpet (Hyderabad),1.12,9.0,Rainy,0,51.73,0
SRT-B-0562,Station to Adajan (Surat),8.72,7.0,Sunny,1,67.07,1
SRT-B-0563,Vesu to Varachha (Surat),3.18,6.0,Foggy,1,-20.0,0
SRT-B-0564,Udhna to Pal (Surat),1.52,5.0,Cloudy,0,25.07,0
SRT-B-0565,Rander to Piplod (Surat),6.59,2.0,Sunny,0,29.97,0
SRT-B-0566,Shivaji Nagar to Hinjewadi (Pune),8.77,9.0,Rainy,0,77.23,1
SRT-B-0567,Navrangpura to Maninagar (Ahmedabad),6.51,9.0,Cloudy,1,67.7,1
SRT-B-0568,Alambagh to Charbagh (Lucknow),4.35,5.0,Sunny,1,44.5,0
SRT-B-0569,Patna Junction to Kankarbagh (Patna),7.97,10.0,Sunny,0,66.57,1
SRT-B-0570,Sector 17 to Mohali (Chandigarh),1.15,1.0,Sunny,0,7.83,0
SRT-B-0571,Connaught Place to Karol Bagh (Delhi),3.39,2.0,Rainy,1,41.3,0
SRT-B-0572,Andheri East to Andheri West (Mumbai),5.74,6.0,Rainy,1,65.13,1
SRT-B-0573,Salt Lake to Esplanade (Kolkata),7.66,3.0,Sunny,1,47.53,0
SRT-B-0574,MG Road to Whitefield (Bengaluru),1.31,3.0,Cloudy,0,16.37,0
SRT-B-0575,T Nagar to Velachery (Chennai),1.9,9.0,Cloudy,1,52.33,0
SRT-B-0576,Banjara Hills to Ameerpet (Hyderabad),1.02,3.0,Cloudy,0,15.4,0
SRT-B-0577,Station to Adajan (Surat),3.03,5.0,Sunny,0,30.1,0
SRT-B-0578,Vesu to Varachha (Surat),,4.0,Rainy,1,58.07,0
SRT-B-0579,Udhna to Pal (Surat),7.18,2.0,Cloudy,1,41.93,0
SRT-B-0580,Rander to Piplod (Surat),0.4,2.0,Sunny,0,9.33,0
SRT-B-0581,Shivaji Nagar to Hinjewadi (Pune),7.84,8.0,Sunny,0,58.13,0
SRT-B-0582,Navrangpura to Maninagar (Ahmedabad),7.3,4.0,Sunny,0,40.33,0
SRT-B-0583,Alambagh to Charbagh (Lucknow),,6.0,Sunny,1,36.1,0
SRT-B-0584,Patna Junction to Kankarbagh (Patna),2.91,3.0,Rainy,1,43.7,0
SRT-B-0585,Sector 17 to Mohali (Chandigarh),7.62,7.0,Cloudy,0,53.4,0
SRT-B-0586,Connaught Place to Karol Bagh (Delhi),5.8,9.0,Sunny,1,65.33,1
SRT-B-0587,Andheri East to Andheri West (Mumbai),1.37,6.0,Sunny,0,28.57,0
SRT-B-0588,Salt Lake to Esplanade (Kolkata),2.66,9.0,Sunny,0,44.87,0
