From,To,Operator,Distance,Duration,Bus Type,Departure,Arrival
Hosur,Kayalpatnam,Srs Travels (SRS Travels),373,0:9:20,"2+1, Sleeper, Non-AC, Non-Video",10:00:00 PM,07:20:00 AM
Hosur,Angamaly,Kallada Travels,319,0:7:59,SLEEPER CUM SEMI SLEEPER,07:45:00 PM,03:44:00 AM
Hosur,Angamaly,Kallada Travels,486,0:12:9,Multiaxle B9R VOLVO A/C SEMI SLEEPER,10:00:00 PM,10:09:00 AM
Hosur,Angamaly,Kallada Travels,486,0:12:9,Multiaxle B9R VOLVO A/C SEMI SLEEPER,11:00:00 PM,11:09:00 AM
Hosur,Angamaly,Kallada Travels,486,0:12:9,Multiaxle B9R VOLVO A/C SEMI SLEEPER,07:15:00 PM,07:24:00 AM
Hosur,Angamaly,Kallada Travels,301,0:7:32,SEMI SLEEPER,09:05:00 PM,04:37:00 AM
Hosur,Angamaly,Kallada Travels,301,0:7:32,SEMI SLEEPER CUM SLEEPER,07:50:00 PM,03:22:00 AM
Hosur,Angamaly,Kallada Travels,486,0:12:9,Multiaxle B9R VOLVO A/C SEMI SLEEPER,07:30:00 PM,07:39:00 AM
Hosur,Angamaly,Kallada Travels,486,0:12:9,Multiaxle B9R VOLVO A/C SEMI SLEEPER,09:15:00 PM,09:24:00 AM
Hosur,Angamaly,Kallada Travels,278,0:6:57,SEMI SLEEPER CUM SLEEPER,06:55:00 PM,01:52:00 AM
Hosur,Angamaly,Kallada Travels,486,0:12:9,Multiaxle B9R VOLVO A/C SEMI SLEEPER,09:45:00 AM,09:54:00 PM
Hosur,Angamaly,Bharathi Travels,320,0:8:0,"2+2, Mercedes Benz Multi Axle/Semi-Sleeper, AC, Video",09:45:00 PM,05:45:00 AM
Hosur,Angamaly,Srs Travels (SRS Travels),370,0:9:15,"2+2, Semi Sleeper, Non-AC, Video",06:45:00 PM,04:00:00 AM
Hosur,Angamaly,Kallada Travels,486,0:12:9,Multiaxle B9R VOLVO A/C SEMI SLEEPER,02:45:00 PM,02:54:00 AM
Hosur,Angamaly,Kallada Travels,301,0:7:32,SEMI SLEEPER,06:00:00 PM,01:32:00 AM
Hosur,Kovilpati,KPN Travels,370,0:9:15,BERTH SLEEPER NON A/C :29,08:00:00 PM,05:15:00 AM
Hosur,Kovilpati,Srs Travels (SRS Travels),340,0:8:30,"2+1, Sleeper, AC, Non-Video",08:30:00 PM,05:00:00 AM
Hosur,Kovilpati,KPN Travels,400,0:10:0,BERTH SLEEPER A/C : 29,07:45:00 PM,05:45:00 AM
Hosur,Kovilpati,Srs Travels (SRS Travels),410,0:10:15,"2+1, Sleeper, Non-AC, Non-Video",07:45:00 PM,06:00:00 AM
Hosur,Kovilpati,Kallada Travels,394,0:9:51,Multiaxle B9R VOLVO A/C SEMI SLEEPER,09:10:00 PM,07:01:00 AM
Hosur,Karwar,Seabird Tourists,480,0:12:0,"2+2, Multi Axle Volvo SemiSleeper, AC, Video",08:00:00 PM,08:00:00 AM
Hosur,Thalayolaparambu,Kallada Travels,310,0:7:45,SEMI SLEEPER,09:05:00 PM,04:50:00 AM
Hosur,Kumily,Srs Travels (SRS Travels),390,0:9:45,"2+1, Sleeper, Non-AC, Non-Video",08:45:00 PM,06:30:00 AM
Hosur,Kumily,Kallada Travels,417,0:10:26,Multiaxle B9R VOLVO A/C SEMI SLEEPER,09:45:00 PM,08:11:00 AM
Hosur,Kumily,Kallada Travels,315,0:7:53,SEMI SLEEPER CUM SLEEPER,08:20:00 PM,04:13:00 AM
Hosur,Thiruvalla,Kallada Travels,324,0:8:6,SEMI SLEEPER CUM SLEEPER,07:50:00 PM,03:56:00 AM
Hosur,Thiruvalla,Kallada Travels,486,0:12:9,Multiaxle B9R VOLVO A/C SEMI SLEEPER,09:15:00 PM,09:24:00 AM
Hosur,Thiruvalla,Kallada Travels,486,0:12:9,Multiaxle B9R VOLVO A/C SEMI SLEEPER,07:30:00 PM,07:39:00 AM
Hosur,Thiruvalla,Srs Travels (SRS Travels),450,0:11:15,"2+2, Semi Sleeper, Non-AC, Video",06:45:00 PM,06:00:00 AM
Hosur,Ernakulam,Kallada Travels,301,0:7:32,SEMI SLEEPER,06:00:00 PM,01:32:00 AM
Hosur,Ernakulam,Kallada Travels,486,0:12:9,Multiaxle B9R VOLVO A/C SEMI SLEEPER,10:00:00 PM,10:09:00 AM
Hosur,Ernakulam,Kallada Travels,319,0:7:59,SLEEPER CUM SEMI SLEEPER,07:45:00 PM,03:44:00 AM
Hosur,Ernakulam,Kallada Travels,486,0:12:9,Multiaxle B9R VOLVO A/C SEMI SLEEPER,07:15:00 PM,07:24:00 AM
Hosur,Ernakulam,Kallada Travels,486,0:12:9,Multiaxle B9R VOLVO A/C SEMI SLEEPER,11:00:00 PM,11:09:00 AM
Hosur,Ernakulam,Kallada Travels,486,0:12:9,Multiaxle B9R VOLVO A/C SEMI SLEEPER,02:45:00 PM,02:54:00 AM
Hosur,Ernakulam,Kallada Travels,486,0:12:9,Multiaxle B9R VOLVO A/C SEMI SLEEPER,09:45:00 AM,09:54:00 PM
Hosur,Ernakulam,Kings Travels,460,0:11:30,"2+2, Seater",11:30:00 PM,11:00:00 AM
Hosur,Ernakulam,KPN Travels,420,0:10:30,BERTH SLEEPER A/C : 29,09:30:00 PM,08:00:00 AM
Hosur,Ernakulam,Bharathi Travels,330,0:8:15,"2+2, Mercedes Benz Multi Axle/Semi-Sleeper, AC, Video",09:45:00 PM,06:00:00 AM
Hosur,Ernakulam,Kallada Travels,301,0:7:32,SEMI SLEEPER,09:05:00 PM,04:37:00 AM
Hosur,Changanassery,Srs Travels (SRS Travels),440,0:11:0,"2+2, Semi Sleeper, Non-AC, Video",06:45:00 PM,05:45:00 AM
Hosur,Changanassery,Kallada Travels,486,0:12:9,Multiaxle B9R VOLVO A/C SEMI SLEEPER,09:15:00 PM,09:24:00 AM
Hosur,Changanassery,Kallada Travels,324,0:8:6,SEMI SLEEPER CUM SLEEPER,07:50:00 PM,03:56:00 AM
Hosur,Changanassery,Bharathi Travels,371,0:9:16,"2+2, Mercedes Benz Multi Axle/Semi-Sleeper, AC, Video",09:45:00 PM,07:01:00 AM
Hosur,Changanassery,Kallada Travels,486,0:12:9,Multiaxle B9R VOLVO A/C SEMI SLEEPER,07:30:00 PM,07:39:00 AM
Hosur,Muvattupuzha,Srs Travels (SRS Travels),400,0:10:0,"2+2, Semi Sleeper, Non-AC, Video",06:45:00 PM,04:45:00 AM
Hosur,Uthamapalayam,Royal Travels,264,0:6:36,RoyalSemiSleeper,08:45:00 PM,03:21:00 AM
Hosur,Uthamapalayam,Srs Travels (SRS Travels),350,0:8:45,"2+1, Sleeper, Non-AC, Non-Video",08:45:00 PM,05:30:00 AM
Hosur,Kavalkinar,Kallada Travels,477,0:11:56,Multiaxle B9R VOLVO A/C SEMI SLEEPER,09:10:00 PM,09:06:00 AM
Hosur,Chidhambaram,Srs Travels (SRS Travels),283,0:7:5,"2+1, Sleeper, Non-AC, Non-Video",11:55:00 PM,07:00:00 AM
Hosur,Chidhambaram,KPN Travels,310,0:7:45,2+2 : NON A/C S.S 31,10:15:00 PM,06:00:00 AM
Hosur,Chidhambaram,Srs Travels (SRS Travels),300,0:7:30,"2+2, Executive AirBus, Non-AC, Video",11:30:00 PM,07:00:00 AM
Hosur,Srivilliputtur,Royal Travels,241,0:6:2,RoyalSemisleeper,10:30:00 PM,04:32:00 AM
Hosur,Srivilliputtur,Srs Travels (SRS Travels),330,0:8:15,"2+1, Sleeper, Non-AC, Non-Video",10:15:00 PM,06:30:00 AM
Hosur,Tiruchendur,Srs Travels (SRS Travels),380,0:9:30,"2+1, Sleeper, Non-AC, Non-Video",10:00:00 PM,07:30:00 AM
Hosur,Thiruchendur,KPN Travels,460,0:11:30,2+2 VOLVO A/C(MULTI AXLE) : 44,08:15:00 PM,07:45:00 AM
Hosur,Thiruchendur,KPN Travels,510,0:12:45,2+1: 31 S.S NON A/C,07:15:00 PM,08:00:00 AM
Hosur,Thiruchendur,SRM Transports India Private Limited,380,0:9:30,Sleeper,09:30:00 PM,07:00:00 AM
Hosur,Avinashi,Kallada Travels,218,0:5:27,Multiaxle B9R VOLVO A/C SEMI SLEEPER,02:45:00 PM,08:12:00 PM
Hosur,Avinashi,Kallada Travels,185,0:4:38,Multiaxle B9R VOLVO A/C SEMI SLEEPER,09:45:00 AM,02:23:00 PM
Hosur,Thirunelveli,Srs Travels (SRS Travels),330,0:8:15,"2+2, Multi Axle Volvo SemiSleeper, AC, Video",09:15:00 PM,05:30:00 AM
Hosur,Thirunelveli,Royal Travels,324,0:8:6,Royal,07:00:00 PM,03:06:00 AM
Hosur,Thirunelveli,Srs Travels (SRS Travels),450,0:11:15,"2+1, Sleeper, Non-AC, Non-Video",07:45:00 PM,07:00:00 AM
Hosur,Thirunelveli,Srs Travels (SRS Travels),330,0:8:15,"2+1, Sleeper, AC, Non-Video",07:30:00 PM,03:45:00 AM
Hosur,Thirunelveli,Srs Travels (SRS Travels),380,0:9:30,"2+1, Sleeper, AC, Non-Video",08:30:00 PM,06:00:00 AM
Hosur,Marthandam,KPN Travels,440,0:11:0,2+2 VOLVO A/C(MULTI AXLE) : 44,09:00:00 PM,08:00:00 AM
Hosur,Marthandam,Srs Travels (SRS Travels),370,0:9:15,"2+1, Sleeper, AC, Non-Video",07:30:00 PM,04:45:00 AM
Hosur,Marthandam,Srs Travels (SRS Travels),370,0:9:15,"2+2, Multi Axle Volvo SemiSleeper, AC, Video",09:15:00 PM,06:30:00 AM
Hosur,Marthandam,Kallada Travels,486,0:12:9,Multiaxle B9R VOLVO A/C SEMI SLEEPER,09:10:00 PM,09:19:00 AM
Hosur,Marthandam,KPN Travels,460,0:11:30,2+1: 31 S.S NON A/C,05:00:00 PM,04:30:00 AM
Hosur,Marthandam,KPN Travels,570,0:14:15,2+2 : 33 S.S NON A/C,05:15:00 PM,07:30:00 AM
Hosur,Marthandam,KPN Travels,460,0:11:30,2+2 VOLVO A/C(MULTI AXLE) : 44,10:00:00 PM,09:30:00 AM
Hosur,Marthandam,KPN Travels,470,0:11:45,2+2 VOLVO A/C(MULTI AXLE) : 44,08:15:00 PM,08:00:00 AM
Hosur,Marthandam,KPN Travels,470,0:11:45,BERTH SLEEPER A/C : 29,07:45:00 PM,07:30:00 AM
Hosur,Trichur,Kallada Travels,463,0:11:35,Multiaxle B9R VOLVO A/C SEMI SLEEPER,09:15:00 PM,08:50:00 AM
Hosur,Trichur,Kallada Travels,463,0:11:35,Multiaxle B9R VOLVO A/C SEMI SLEEPER,11:15:00 PM,10:50:00 AM
Hosur,Kuruvilangadu,Kallada Travels,315,0:7:53,SEMI SLEEPER CUM SLEEPER,07:50:00 PM,03:43:00 AM
Hosur,Kuruvilangadu,Kallada Travels,486,0:12:9,Multiaxle B9R VOLVO A/C SEMI SLEEPER,07:30:00 PM,07:39:00 AM
Hosur,Kuruvilangadu,Srs Travels (SRS Travels),423,0:10:35,"2+2, Semi Sleeper, Non-AC, Video",06:45:00 PM,05:20:00 AM
Hosur,Pondicherry,KPN Travels,250,0:6:15,BERTH SLEEPER A/C : 29,11:45:00 PM,06:00:00 AM
Hosur,Pondicherry,KPN Travels,230,0:5:45,2+2 : NON A/C S.S 31,10:15:00 PM,04:00:00 AM
Hosur,Pondicherry,Srs Travels (SRS Travels),240,0:6:0,"2+2, Executive AirBus, Non-AC, Video",11:30:00 PM,05:30:00 AM
Hosur,Pondicherry,Srs Travels (SRS Travels),223,0:5:35,"2+1, Sleeper, Non-AC, Non-Video",11:55:00 PM,05:30:00 AM
Hosur,Vadakkanchery,Kallada Travels,463,0:11:35,Multiaxle B9R VOLVO A/C SEMI SLEEPER,11:15:00 PM,10:50:00 AM
Hosur,Vadakkanchery,Kallada Travels,463,0:11:35,Multiaxle B9R VOLVO A/C SEMI SLEEPER,10:00:00 PM,09:35:00 AM
Hosur,Vadakkanchery,Kallada Travels,287,0:7:11,SEMI SLEEPER,09:40:00 PM,04:51:00 AM
Hosur,Vadakkanchery,Kallada Travels,319,0:7:59,SLEEPER CUM SEMI SLEEPER,10:20:00 PM,06:19:00 AM
Hosur,Vadakkanchery,Kallada Travels,287,0:7:11,SEMI SLEEPER,09:05:00 PM,04:16:00 AM
Hosur,Vadakkanchery,Kallada Travels,463,0:11:35,Multiaxle B9R VOLVO A/C SEMI SLEEPER,11:00:00 PM,10:35:00 AM
Hosur,Vadakkanchery,Kallada Travels,463,0:11:35,Multiaxle B9R VOLVO A/C SEMI SLEEPER,09:15:00 PM,08:50:00 AM
Hosur,Vadakkanchery,Kallada Travels,463,0:11:35,Multiaxle B9R VOLVO A/C SEMI SLEEPER,07:30:00 PM,07:05:00 AM
Hosur,Vadakkanchery,Kallada Travels,301,0:7:32,SEMI SLEEPER CUM SLEEPER,07:50:00 PM,03:22:00 AM
Hosur,Thirumankalam,Kallada Travels,347,0:8:41,Multiaxle B9R VOLVO A/C SEMI SLEEPER,09:10:00 PM,05:51:00 AM
Hosur,Ponkunnam,Kallada Travels,306,0:7:39,SEMI SLEEPER CUM SLEEPER,06:55:00 PM,02:34:00 AM
Hosur,Villupuram,KPN Travels,190,0:4:45,2+2 : NON A/C S.S 31,10:15:00 PM,03:00:00 AM
Hosur,Kattappana,Kallada Travels,333,0:8:20,SEMI SLEEPER CUM SLEEPER,08:20:00 PM,04:40:00 AM
Hosur,Thiruvannamalai,Srs Travels (SRS Travels),183,0:4:35,"2+1, Sleeper, Non-AC, Non-Video",11:55:00 PM,04:30:00 AM
Hosur,Thiruvannamalai,Srs Travels (SRS Travels),180,0:4:30,"2+2, Executive AirBus, Non-AC, Video",11:30:00 PM,04:00:00 AM
Hosur,Kalamassery,Kallada Travels,486,0:12:9,Multiaxle B9R VOLVO A/C SEMI SLEEPER,10:00:00 PM,10:09:00 AM
Hosur,Kalamassery,Kallada Travels,301,0:7:32,SEMI SLEEPER,09:05:00 PM,04:37:00 AM
Hosur,Kalamassery,Kallada Travels,319,0:7:59,SLEEPER CUM SEMI SLEEPER,07:45:00 PM,03:44:00 AM
Hosur,Kalamassery,Kallada Travels,486,0:12:9,Multiaxle B9R VOLVO A/C SEMI SLEEPER,07:15:00 PM,07:24:00 AM
Hosur,Kalamassery,Kallada Travels,486,0:12:9,Multiaxle B9R VOLVO A/C SEMI SLEEPER,11:00:00 PM,11:09:00 AM
Hosur,Kalamassery,Kallada Travels,486,0:12:9,Multiaxle B9R VOLVO A/C SEMI SLEEPER,09:45:00 AM,09:54:00 PM
Hosur,Kanjikode,Kallada Travels,417,0:10:26,Multiaxle B9R VOLVO A/C SEMI SLEEPER,11:15:00 PM,09:41:00 AM
Hosur,Thrissur,Kallada Travels,463,0:11:35,Multiaxle B9R VOLVO A/C SEMI SLEEPER,02:45:00 PM,02:20:00 AM
Hosur,Thrissur,Kallada Travels,319,0:7:59,SLEEPER CUM SEMI SLEEPER,07:45:00 PM,03:44:00 AM
Hosur,Thrissur,Bharathi Travels,270,0:6:45,"2+2, Mercedes Benz Multi Axle/Semi-Sleeper, AC, Video",09:45:00 PM,04:30:00 AM
Hosur,Thrissur,Kings Travels,410,0:10:15,"2+2, Seater",11:30:00 PM,09:45:00 AM
Hosur,Thrissur,Kallada Travels,319,0:7:59,SLEEPER CUM SEMI SLEEPER,10:20:00 PM,06:19:00 AM
Hosur,Thrissur,Kallada Travels,463,0:11:35,Multiaxle B9R VOLVO A/C SEMI SLEEPER,10:00:00 PM,09:35:00 AM
Hosur,Thrissur,Kallada Travels,463,0:11:35,Multiaxle B9R VOLVO A/C SEMI SLEEPER,11:15:00 PM,10:50:00 AM
Hosur,Thrissur,Kallada Travels,463,0:11:35,Multiaxle B9R VOLVO A/C SEMI SLEEPER,07:15:00 PM,06:50:00 AM
Hosur,Thrissur,Kallada Travels,463,0:11:35,Multiaxle B9R VOLVO A/C SEMI SLEEPER,09:45:00 AM,09:20:00 PM
Hosur,Thrissur,Kallada Travels,278,0:6:57,SEMI SLEEPER CUM SLEEPER,06:55:00 PM,01:52:00 AM
Hosur,Thrissur,Kallada Travels,463,0:11:35,Multiaxle B9R VOLVO A/C SEMI SLEEPER,09:15:00 PM,08:50:00 AM
Hosur,Thrissur,Kallada Travels,301,0:7:32,SEMI SLEEPER CUM SLEEPER,07:50:00 PM,03:22:00 AM
Hosur,Thrissur,Kallada Travels,463,0:11:35,Multiaxle B9R VOLVO A/C SEMI SLEEPER,07:30:00 PM,07:05:00 AM
Hosur,Thrissur,Kallada Travels,287,0:7:11,SEMI SLEEPER,09:40:00 PM,04:51:00 AM
Hosur,Thrissur,Kallada Travels,301,0:7:32,SEMI SLEEPER,06:00:00 PM,01:32:00 AM
Hosur,Thrissur,Kallada Travels,463,0:11:35,Multiaxle B9R VOLVO A/C SEMI SLEEPER,11:00:00 PM,10:35:00 AM
Hosur,Thrissur,Kallada Travels,287,0:7:11,SEMI SLEEPER,09:05:00 PM,04:16:00 AM
Hosur,Kayamkulam,Kallada Travels,338,0:8:27,SEMI SLEEPER,06:00:00 PM,02:27:00 AM
Hosur,Kayamkulam,Kallada Travels,509,0:12:44,Multiaxle B9R VOLVO A/C SEMI SLEEPER,07:15:00 PM,07:59:00 AM
Hosur,Kayamkulam,Kallada Travels,356,0:8:54,SLEEPER CUM SEMI SLEEPER,07:45:00 PM,04:39:00 AM
Hosur,Kayamkulam,KPN Travels,420,0:10:30,2+2 VOLVO A/C(MULTI AXLE) : 44,07:15:00 PM,05:45:00 AM
Hosur,Kayamkulam,Kallada Travels,486,0:12:9,Multiaxle B9R VOLVO A/C SEMI SLEEPER,02:45:00 PM,02:54:00 AM
Hosur,Cunoor,KPN Travels,280,0:7:0,2+2 : 33 S.S NON A/C,11:00:00 PM,06:00:00 AM
Hosur,Ranny,Kallada Travels,310,0:7:45,SEMI SLEEPER CUM SLEEPER,06:55:00 PM,02:40:00 AM
Hosur,Ranny,Kallada Travels,486,0:12:9,Multiaxle B9R VOLVO A/C SEMI SLEEPER,09:45:00 PM,09:54:00 AM
Hosur,Mayiladuthurai,Srs Travels (SRS Travels),323,0:8:5,"2+1, Sleeper, Non-AC, Non-Video",11:55:00 PM,08:00:00 AM
Hosur,Mayiladuthurai,KPN Travels,400,0:10:0,2+2 S.S NON A/C : 31,09:00:00 PM,07:00:00 AM
Hosur,Ottanchattram,KPN Travels,320,0:8:0,2+1: 31 S.S NON A/C,11:00:00 PM,07:00:00 AM
Hosur,Moovattupuzha,Kallada Travels,486,0:12:9,Multiaxle B9R VOLVO A/C SEMI SLEEPER,09:15:00 PM,09:24:00 AM
Hosur,Moovattupuzha,Kallada Travels,306,0:7:39,SEMI SLEEPER CUM SLEEPER,07:50:00 PM,03:29:00 AM
Hosur,Moovattupuzha,Kallada Travels,486,0:12:9,Multiaxle B9R VOLVO A/C SEMI SLEEPER,07:30:00 PM,07:39:00 AM
Hosur,Moovattupuzha,Kallada Travels,282,0:7:3,SEMI SLEEPER CUM SLEEPER,06:55:00 PM,01:58:00 AM
Hosur,Tanjore,KPN Travels,320,0:8:0,2+2 S.S NON A/C : 31,09:00:00 PM,05:00:00 AM
Hosur,Tanjore,KPN Travels,370,0:9:15,2+2 S.S NON A/C : 31,09:45:00 PM,07:00:00 AM
Hosur,Tanjore,KPN Travels,330,0:8:15,BERTH SLEEPER A/C : 29,09:15:00 PM,05:30:00 AM
Hosur,Pollachi,KPN Travels,300,0:7:30,BERTH SLEEPER A/C : 29,11:30:00 PM,07:00:00 AM
Hosur,Pollachi,KPN Travels,260,0:6:30,2+2 : 33 S.S NON A/C,11:00:00 PM,05:30:00 AM
Hosur,Pollachi,Srs Travels (SRS Travels),250,0:6:15,"2+1, Sleeper, Non-AC, Non-Video",11:45:00 PM,06:00:00 AM
Hosur,Attingal,Kallada Travels,509,0:12:44,Multiaxle B9R VOLVO A/C SEMI SLEEPER,07:15:00 PM,07:59:00 AM
Hosur,Attingal,Kallada Travels,347,0:8:41,SEMI SLEEPER,06:00:00 PM,02:41:00 AM
Hosur,Attingal,Kallada Travels,509,0:12:44,Multiaxle B9R VOLVO A/C SEMI SLEEPER,02:45:00 PM,03:29:00 AM
Hosur,Vedachandur,Srs Travels (SRS Travels),290,0:7:15,"2+1, Sleeper, Non-AC, Non-Video",10:30:00 PM,05:45:00 AM
Hosur,Velankanni,KPN Travels,430,0:10:45,2+2 S.S NON A/C : 31,09:45:00 PM,08:30:00 AM
Hosur,Velankanni,KPN Travels,390,0:9:45,BERTH SLEEPER A/C : 29,09:15:00 PM,07:00:00 AM
Hosur,Karaikudi,KPN Travels,370,0:9:15,BERTH SLEEPER A/C : 29,09:45:00 PM,07:00:00 AM
Hosur,Karaikudi,KPN Travels,430,0:10:45,2+2 S.S NON A/C : 31,09:15:00 PM,08:00:00 AM
Hosur,Tripunithura,Kallada Travels,310,0:7:45,SEMI SLEEPER,09:05:00 PM,04:50:00 AM
Hosur,Aluva,Kallada Travels,486,0:12:9,Multiaxle B9R VOLVO A/C SEMI SLEEPER,10:00:00 PM,10:09:00 AM
Hosur,Aluva,Bharathi Travels,323,0:8:5,"2+2, Mercedes Benz Multi Axle/Semi-Sleeper, AC, Video",09:45:00 PM,05:50:00 AM
Hosur,Aluva,Kallada Travels,486,0:12:9,Multiaxle B9R VOLVO A/C SEMI SLEEPER,07:15:00 PM,07:24:00 AM
Hosur,Aluva,Kallada Travels,319,0:7:59,SLEEPER CUM SEMI SLEEPER,07:45:00 PM,03:44:00 AM
Hosur,Aluva,Kallada Travels,486,0:12:9,Multiaxle B9R VOLVO A/C SEMI SLEEPER,11:00:00 PM,11:09:00 AM
Hosur,Aluva,Kallada Travels,301,0:7:32,SEMI SLEEPER,06:00:00 PM,01:32:00 AM
Hosur,Aluva,Kallada Travels,301,0:7:32,SEMI SLEEPER,09:05:00 PM,04:37:00 AM
Hosur,Aluva,Kallada Travels,486,0:12:9,Multiaxle B9R VOLVO A/C SEMI SLEEPER,02:45:00 PM,02:54:00 AM
Hosur,Aluva,Kallada Travels,486,0:12:9,Multiaxle B9R VOLVO A/C SEMI SLEEPER,09:45:00 AM,09:54:00 PM
Hosur,Irinjalakuda,Kallada Travels,486,0:12:9,Multiaxle B9R VOLVO A/C SEMI SLEEPER,11:15:00 PM,11:24:00 AM
Hosur,Irinjalakuda,Kallada Travels,296,0:7:24,SEMI SLEEPER,09:40:00 PM,05:04:00 AM
Hosur,Kozhenchery,Kallada Travels,486,0:12:9,Multiaxle B9R VOLVO A/C SEMI SLEEPER,09:15:00 PM,09:24:00 AM
Hosur,Kozhenchery,Kallada Travels,324,0:8:6,SEMI SLEEPER CUM SLEEPER,07:50:00 PM,03:56:00 AM
Hosur,Cherthala,Kallada Travels,324,0:8:6,SEMI SLEEPER,06:00:00 PM,02:06:00 AM
Hosur,Cherthala,Kallada Travels,347,0:8:41,SLEEPER CUM SEMI SLEEPER,07:45:00 PM,04:26:00 AM
Hosur,Cherthala,Kallada Travels,486,0:12:9,Multiaxle B9R VOLVO A/C SEMI SLEEPER,10:00:00 PM,10:09:00 AM
Hosur,Cherthala,KPN Travels,380,0:9:30,2+2 VOLVO A/C(MULTI AXLE) : 44,07:15:00 PM,04:45:00 AM
Hosur,Cherthala,Kallada Travels,486,0:12:9,Multiaxle B9R VOLVO A/C SEMI SLEEPER,07:15:00 PM,07:24:00 AM
Hosur,Cherthala,Kallada Travels,486,0:12:9,Multiaxle B9R VOLVO A/C SEMI SLEEPER,02:45:00 PM,02:54:00 AM
Hosur,Cherthala,Bharathi Travels,340,0:8:30,"2+2, Mercedes Benz Multi Axle/Semi-Sleeper, AC, Video",09:45:00 PM,06:15:00 AM
Hosur,Ooty,KPN Travels,300,0:7:30,2+2 : 33 S.S NON A/C,11:00:00 PM,06:30:00 AM
Hosur,Nagercoil,KPN Travels,420,0:10:30,2+2 VOLVO A/C(MULTI AXLE) : 44,09:00:00 PM,07:30:00 AM
Hosur,Nagercoil,KPN Travels,450,0:11:15,2+2 VOLVO A/C(MULTI AXLE) : 44,08:15:00 PM,07:30:00 AM
Hosur,Nagercoil,Srs Travels (SRS Travels),350,0:8:45,"2+2, Multi Axle Volvo SemiSleeper, AC, Video",09:15:00 PM,06:00:00 AM
Hosur,Nagercoil,KPN Travels,440,0:11:0,2+2 VOLVO A/C(MULTI AXLE) : 44,10:00:00 PM,09:00:00 AM
Hosur,Nagercoil,KPN Travels,420,0:10:30,2+1: 31 S.S NON A/C,05:00:00 PM,03:30:00 AM
Hosur,Nagercoil,KPN Travels,500,0:12:30,BERTH SLEEPER A/C : 29,08:30:00 PM,09:00:00 AM
Hosur,Nagercoil,Royal Travels,333,0:8:20,Royal,07:00:00 PM,03:20:00 AM
Hosur,Nagercoil,Kallada Travels,477,0:11:56,Multiaxle B9R VOLVO A/C SEMI SLEEPER,09:10:00 PM,09:06:00 AM
Hosur,Nagercoil,KPN Travels,510,0:12:45,2+2 : 33 S.S NON A/C,05:15:00 PM,06:00:00 AM
Hosur,Nagercoil,KPN Travels,520,0:13:0,2+1: 31 S.S NON A/C,07:00:00 PM,08:00:00 AM
Hosur,Nagercoil,Srs Travels (SRS Travels),420,0:10:30,"2+1, Sleeper, AC, Non-Video",08:30:00 PM,07:00:00 AM
Hosur,Nagercoil,KPN Travels,450,0:11:15,BERTH SLEEPER A/C : 29,07:45:00 PM,07:00:00 AM
Hosur,Nagercoil,Srs Travels (SRS Travels),350,0:8:45,"2+1, Sleeper, AC, Non-Video",07:30:00 PM,04:15:00 AM
Hosur,Nagercoil,Srs Travels (SRS Travels),10,0:0:15,"2+1, Sleeper, Non-AC, Non-Video",07:45:00 PM,08:00:00 PM
Hosur,Kanjirapally,Kallada Travels,486,0:12:9,Multiaxle B9R VOLVO A/C SEMI SLEEPER,09:45:00 PM,09:54:00 AM
Hosur,Kanjirapally,Kallada Travels,306,0:7:39,SEMI SLEEPER CUM SLEEPER,06:55:00 PM,02:34:00 AM
Hosur,SpicNagar,Srs Travels (SRS Travels),350,0:8:45,"2+1, Sleeper, Non-AC, Non-Video",10:00:00 PM,06:45:00 AM
Hosur,Chennai,KPN Travels,240,0:6:0,2+2 : NON A/C S.S 31,10:15:00 PM,04:15:00 AM
Hosur,Chennai,KPN Travels,220,0:5:30,2+2 VOLVO A/C(MULTI AXLE) : 44,03:00:00 PM,08:30:00 PM
Hosur,Chennai,Seabird Tourists,200,0:5:0,"2+2, Volvo Semi Sleeper, AC, Video",12:30:00 PM,05:30:00 PM
Hosur,Chennai,KPN Travels,220,0:5:30,2+2 VOLVO A/C(MULTI AXLE) : 44,04:30:00 PM,10:00:00 PM
Hosur,Chennai,KPN Travels,230,0:5:45,2+1 NON A/C : 30,11:15:00 PM,05:00:00 AM
Hosur,Chennai,Srs Travels (SRS Travels),220,0:5:30,"2+2, Executive AirBus, Non-AC, Video",11:30:00 PM,05:00:00 AM
Hosur,Chennai,Shama sardar Travels,200,0:5:0,Volvo A/C Semi Sleeper Multi axle (2+2),05:30:00 PM,10:30:00 PM
Hosur,Chennai,Roadlink India Pvt  Ltd (RoadlinkIndia),187,0:4:40,"2+2, Volvo Semi Sleeper, AC, Video",11:50:00 PM,04:30:00 AM
Hosur,Chennai,KPN Travels,260,0:6:30,2+2 VOLVO A/C(MULTI AXLE) : 44,11:30:00 PM,06:00:00 AM
Hosur,Chennai,SRM Transports India Private Limited,319,0:7:59,Sleeper,11:15:00 PM,07:14:00 AM
Hosur,Chennai,S.S. Travels Silk Board Junction,200,0:5:0,Volvo A/C -Multi Axle Semi sleeper (2+2),02:00:00 PM,07:00:00 PM
Hosur,Chennai,SRM Transports India Private Limited,356,0:8:54,Volvo,11:30:00 PM,08:24:00 AM
Hosur,Chennai,Sangita  Travels,300,0:7:30,"2+2, Volvo, AC, Video",10:30:00 AM,06:00:00 PM
